County,All_2013,All_2014,All_2015,Private-goods-producing-2013,Private-goods-producing-2014,Private-goods-producing-2015,Private services-providing-2013,Private services-providing-2014,Private services-providing-2015,Gov-2013,Gov-2014,Gov-2015
Macon,1,2.3,2.2,-2.8,4.8,5.7,5.2,3,3.1,-3.8,-0.7,-1.7
Madison,2.5,0.4,-0.9,-4.9,-0.6,-11.5,7.9,1.4,5.7,1.7,-0.6,-2
Maries,2.7,-1,-4.5,2.9,-3.5,-18.1,3,0.8,5.2,1.2,0.1,-1
Marion,3.6,-1.4,0.5,7,-2.1,-8,3.5,-1.4,2.7,-0.2,-0.7,-1.4
Mercer,-16.5,10.7,0.1,-45,45.1,-2.6,0.5,-2.2,2.4,0.3,4.8,-1.7
Miller,9.5,-7.2,6.5,3.6,-7.8,-1.4,14.8,-8.5,11.8,0.8,-1.3,-0.8
Mississippi,-1.3,1.9,10.9,2.4,6,-14.3,-2.8,1.6,22.2,-0.5,-1.5,1.3
Moniteau,5.6,2.6,4.7,10.8,7.6,7,4,0.2,5.4,0.3,-1.2,-0.6
Monroe,12.1,0.6,-5.9,22.2,-2.9,-17,13.5,4.3,-1.3,-4.4,-1.1,0.5
Montgomery,4.4,4.3,5.2,11.6,10.6,2.5,1.5,2.5,9.9,-1.6,-4.3,-2.1
Morgan,6.2,-0.9,-3,12.5,-0.8,-13.1,6.1,-0.1,3.1,-4.5,-3.7,-1.6
New Madrid,4.7,-0.5,3.9,3.5,-3,42.8,5.9,0.6,-9.5,-2.4,-1.9,0.1
Newton,0.7,-0.2,-3.5,2.4,0.8,3.1,0.1,-0.4,-5.9,1,-1.7,-1.9
Nodaway,2,-1.3,-0.1,-1.4,-9.1,-9.9,5.6,3.6,6.2,-0.8,-0.8,-1.6
Oregon,5.4,0,-2.8,-5.4,-1.4,-0.9,8.5,0.6,-3.6,2.5,-2,-0.6
Osage,0.7,-2.1,7.2,11.2,-0.9,6.8,-9.4,-4.2,10.7,-0.8,-0.4,-0.3
Ozark,-0.6,-0.7,-5.9,9.3,1.7,-17.6,-5.3,-1.6,-0.7,1.2,-1.3,-5.9
Pemiscot,-0.4,-0.6,-2.7,1.7,7.7,-4.4,1.1,-3.1,-2,-6.1,-4.7,-2.1
Perry,-6.4,-6.5,5.9,-12.5,-16.4,-3,4.1,8,18.7,-0.2,1.6,0.4
Pettis,2.6,0.7,3,1.4,3.1,7.4,4.3,-0.8,1.1,-0.6,0.8,-0.4
Phelps,2.9,2.6,3.4,-7.7,16.2,17.9,7.1,1.9,2.1,0,-0.6,0.1
Pike,5.6,0.2,-2.2,7.1,-1.1,-9.2,5.7,0.7,1.7,3.9,0.2,-4.5
Platte,3.9,9.3,10.3,20.2,34.7,32.6,1.1,4.3,4.6,2.2,6.3,4.2
Polk,2.2,-2.2,-1.3,7.2,-0.7,-10.5,0.7,-4.7,-1.5,3.7,3,3
Pulaski,-0.1,-6.6,-1.3,-16.8,-18,-19,1.2,-3.3,-3.9,0.2,-7.1,-0.1
Putnam,36.6,16,-3.6,53.9,19.3,-8.8,-1.5,6.7,14,10.3,7.5,2.6
Ralls,7.4,5,15.2,6.3,12.2,21.7,11.2,-5.5,6.1,0.6,-2.2,0.1
Randolph,4.7,-2,0.8,-9.8,-1.9,3.7,7.7,-2.1,0.5,0.8,-1.7,-0.2
Ray,5.3,3,5.8,0.6,9.8,1.7,11.5,0.8,9.5,-1.9,1.1,2
Reynolds,-1.6,-3.4,1,-3.3,-4.9,4.3,0.5,-1.7,-2.3,0,-2.5,-1.7
Ripley,-2.4,-1.3,-3,-10.6,-5.6,-6.5,1.8,0,-1,-3.1,-0.2,-4.3
St. Charles,4,4.2,2.7,5.1,10.7,13.2,4.2,3.1,0.3,0.4,0.4,0.5
St. Clair,0.7,-0.3,-7,9.8,14.1,-16.8,-0.7,-3.4,-2.6,-2,-3.2,-8.9
Ste. Genevieve,4.1,-1.3,9.2,-14,-1.7,25.4,22.7,-1.2,0.5,-0.8,-0.3,1.6
St. Francois,-0.5,6.8,3,-3.4,29.5,24.7,-0.7,4.2,-1.4,1.9,0.1,-2
St. Louis,1.1,-1,3.2,0.1,-3.2,11.3,1.5,-0.6,2.3,-1.1,-1.2,-1.5
Saline,4.9,0.7,-0.3,8.1,1,1.8,4.3,1.9,-0.9,-1.3,-3.9,-3.9
Schuyler,5.2,-2.7,-5.8,20.9,6.9,-13.6,-2.2,-8.1,-0.8,0.4,-6.3,-3
Scotland,9.2,-3,-8,18.4,-1.7,-31.5,8.3,-5,1.6,3.5,-1.9,-1
Scott,-0.2,1.8,4.9,-0.7,4,25.2,0,1.7,0.2,-0.6,-1.3,-1.6
Shannon,1.4,-7.9,-2.8,3.3,-10.7,-8.6,2,-7.8,-0.5,-3,-2.9,3
Shelby,5.7,1.3,-7.1,14.4,-2.7,-17.8,1.2,7.3,-0.9,-0.3,-3.3,-2.6
Stoddard,18.5,7.8,-3.4,18.6,18,-11.1,22.9,-2.3,7,-1.8,0.1,-1.8
Stone,14.1,4.8,8.5,13.1,4.2,2.1,16.7,6.1,10.9,1,-2.1,-1.2
Sullivan,49.9,10.3,-27.7,67.1,13.3,-29.1,-44.3,-35.5,-3.4,-1.5,-3.8,-2
Taney,6.6,-3.2,-1.8,10.5,19.2,7,6.8,-4.7,-2.4,0.8,0,-1.1
Texas,2.5,-5.5,2.5,-1,-3.6,11.4,6.1,-8.2,0.5,0,-3,-1
Vernon,5.9,1,-9.2,7.8,1.8,-14.8,6.3,1.7,-3.8,-1.3,-3.2,-2.3
Warren,4.9,7.9,3.7,3.4,24.1,7,7.1,-2.6,1.3,1.4,0.4,0.3
Washington,0.3,-1.2,-1,-16.3,0.2,-7.9,8.3,-1.4,3.1,2,-1.7,-2.5
Wayne,-9.6,-5.6,4.3,-7.6,0.9,29.8,-11.9,-9.2,-3.5,-5.1,-2.9,-1.5
Webster,2.9,0,6.6,5,3.7,1.9,3.8,-1,11.2,-2.9,-2.8,-0.3
Worth,16,2.8,-12.8,(D),(D),(D),(D),(D),(D),-3.9,-0.1,-1.1
Wright,1.1,-1.5,6.5,-8.7,8.5,18.3,5.3,-4.2,3.9,-0.3,-3.9,-0.7
St. Louis (Independent City),-3.5,-0.7,-9.3,-3.2,-5.3,-32.2,-3.7,1.1,-0.8,-2.6,0.9,0.6
Beaverhead,1.3,-2.9,8.4,8.9,3.6,13.8,-1.9,-7.6,7.3,-1.3,-0.5,3.6
Big Horn,4.7,11.3,4.5,11.5,18.3,16.9,8.2,14.3,-7.4,-6,-0.2,2.5
Blaine,3.2,1.3,6.1,11.3,2.2,18.4,-1.3,2.5,5.8,-2,-0.8,-6.3
Broadwater,6.3,-3.5,10.5,19.7,-9.9,11.3,-3.2,2.9,10.6,-4.5,0.5,7.3
Carbon,4.3,-2.9,3.1,13.9,0.7,9.8,1.4,-5.1,1.1,-2.9,-2.5,-2.8
Carter,9.8,1.7,12.4,15.8,4.6,14.6,-0.7,-8.1,5.6,-7.8,0.8,11.7
Cascade,1,5.1,5.5,0.9,19,17.6,2.7,4.3,5.9,-3.3,-0.6,-3.6
Chouteau,7.3,-2.5,9.9,10.9,2.7,15.6,6.7,-12.4,7.5,-4.3,0.7,-4.2
Custer,-0.1,2.3,-2.2,2.7,2.4,-15.3,0,2.7,3.7,-4.9,0.6,-4
Daniels,-2.7,-1.9,9.7,1.7,-3.1,7.5,-6.6,-0.8,13.2,-3.1,-1.9,-0.8
Dawson,2.8,5,6.2,10.2,16.1,6,1.9,2.7,7.9,-3.7,1.1,-5.2
Deer Lodge,-0.1,-7.5,11.5,6.1,-3.5,-2.4,-0.5,-11.5,20.6,-1.4,0.3,-1.4
Fallon,-8.3,-3.6,-11.2,-14.7,-7.3,-25,1.3,0.7,5.2,3.6,3.1,1.9
Fergus,0.7,1.4,4.6,5.1,-1,7.5,-0.4,3.3,4.6,-4.1,-0.4,-1.1
Flathead,3,0.6,3.5,14.2,5,11.5,1.8,-0.5,2.1,-3.6,1.4,-0.3
Gallatin,4.3,1.3,7.2,21.9,7.5,6.8,2.3,-0.2,9.1,-1.1,1.8,-2.1
Garfield,4.3,0,13.3,8.5,0.9,15,-1,-1.1,12.6,-7.1,-2.4,7.2
Glacier,-3.4,-1.3,2.2,-1.2,-6.1,6.4,-2.3,2,3.9,-5.6,-1.9,-1.5
Golden Valley,25.5,13.6,27.6,38.9,20.7,33.4,-3.2,-17.6,12.2,-8.4,-1.9,1
Granite,4.7,3.7,-1.6,4.6,-0.3,10.6,9.9,9.1,-10.4,-4,-0.6,0
Hill,-1.6,-1.7,2.7,-3.5,-6.9,8.8,0.3,0.4,2.5,-5.7,-4,-1
Jefferson,9.1,-0.2,8.2,17.6,0.5,13.2,6.2,-1.2,5.4,-0.8,0.2,3.5
Judith Basin,13.7,2.6,9.4,11.6,3,15.1,30.9,3,0.2,-4.6,0,5.5
Lake,1,3.6,3.4,3.9,9.1,12.5,3.9,2.3,2.5,-5.7,2.6,-0.7
Lewis and Clark,-0.7,0.6,2.4,-7.1,-6.9,7.2,0.8,0.8,4.3,-2,2,-2.5
Liberty,4.4,2.3,10.1,10.1,4.5,17.8,-1.1,-2.1,2.2,-7.8,3.8,-4.6
Lincoln,-1.9,-8.1,0.8,-11.4,-10.6,-0.6,2.5,-10.3,1.2,-7.5,1.3,0.2
McCone,-6.8,16.7,-3.8,16.6,17.7,15.3,-22.1,18.3,-20.4,-7.6,-1.1,9.5
Madison,-23.9,0.5,18.6,18.8,5.4,14.7,-35,-1.1,22.8,-3.3,-0.7,1.1
Meagher,7.1,4.5,13.1,18.8,10.4,27.1,-0.6,-2.2,-2.4,-7.4,1.7,8.5
Mineral,4.1,-8.5,3.8,30.8,-21.2,-3.1,-5.4,-1.8,2.9,-6.4,-1.4,13.3
Missoula,-3.6,-0.8,4.1,3.3,-0.9,3.2,-4.6,-1.4,5.5,-2.8,1.6,-1.9
Musselshell,7.2,11.7,11.7,14.6,12.8,20,-6.1,13.6,-5.2,-3.3,-1.4,3.1
Park,0.9,2.3,9.8,14,4.2,15.8,-1.8,2.3,8.7,-4.7,-1.9,4.2
Petroleum,4,-0.2,10.7,7.1,-0.1,11,-6.4,1.7,9.4,-7,-1.9,10.5
Phillips,-1.9,1.6,10,8.3,2.5,17.3,-9.7,2.3,7.1,-4.6,-2.2,1.5
Pondera,6.8,-2.2,9.5,10.6,2.5,12.4,6.3,-5.6,7.7,-3.6,-2,8.6
Powder River,9.7,-9.8,19.1,25.4,-12.2,3,-12,-11.8,66.8,-5.6,3.6,5.4
Powell,2.1,-2,3.2,4.9,-8.9,6.7,8.7,-2,5.2,-4.1,1.9,-0.1
Prairie,1.4,1.5,15.4,8.7,2.3,20.1,-1.7,0.7,17.5,-5.3,1.1,7.9
Ravalli,-0.6,-2.6,4.5,7.3,-4.7,8.1,-1,-2.3,4.7,-6,-1.7,0
Richland,6.6,8.3,6,3.4,16.3,1.2,9.6,3.4,9.5,1,2.9,2
Roosevelt,-4.9,0.4,2.8,1.9,-7.2,1.9,-10.1,6,6.3,-3.5,-0.2,-1.4
Rosebud,2,0.1,7,8.5,13.3,18.6,1.9,-3.8,5,-6.2,-0.3,-1.4
Sanders,8.8,41.8,-34.9,8.9,-0.8,9.6,12.4,60.7,-46.5,-6.5,0.2,5.4
Sheridan,15,5.8,-2.5,31.3,9.1,-6.5,6.5,4.1,1.8,-6.8,-1,-2.5
Silver Bow,-5.1,-10.8,-13.1,-18.4,-23.5,-29.6,2.9,-6.1,-8.8,-3.1,0.5,-5.3
Stillwater,25.5,5.4,7.9,32.5,8.2,9.5,12.4,-2.6,3.3,-2.8,0,4.1
Sweet Grass,22.8,4.9,16.3,29.6,14.3,20.3,19.1,-14.2,10.5,-5,-0.1,3.1
Teton,-0.4,-5.5,4.7,9.6,-4,8.6,-5.8,-7.7,1.7,-4.5,-0.5,6.7
Toole,-2.6,-3,1.6,-10.5,-12.2,-3.4,6,4.6,6.4,-5.9,-5.1,-5
Treasure,6.6,2.2,7.6,11.8,4.5,10,-3.9,-4.8,4.3,-7.9,-0.7,-1.7
Valley,5.3,5.2,1.2,13.4,8,15.7,3.8,4,-3.8,-1.3,5.5,-0.9
Wheatland,8.1,-1,3.6,4.4,4.2,12.6,14.4,-4.3,-3.5,-1.9,-5.2,2.9
Wibaux,6,-0.1,5.2,8.8,1.3,5.2,4.7,-4.6,-5,-1.1,7.4,30.8
Yellowstone,2.3,5.5,5.3,4.8,14.5,12,2.2,2.5,3.5,-4,1.4,-1.8
Adams,2.4,0.1,-3.7,5.9,-11.6,-7.3,2,5.8,-2.7,-4.6,2.5,-0.8
Antelope,20.8,7.5,13,36.5,-1.7,9.4,-3.1,32.6,22.2,-3,3.3,-0.8
Arthur,21,-2.5,4.4,31.7,-5.6,8.1,-3.7,2.4,-23.6,-6.2,12,12.6
Banner,31.6,-0.6,6.4,37.9,-1.4,7.8,15,3.6,1,-8.3,4,-1
Blaine,19.8,-6,7.1,37.4,(D),(D),-4,(D),(D),-8.6,-0.7,2.7
Boone,14.6,-3.1,4.2,29.3,-6.2,4,-2.5,1.1,6.1,0.3,1.3,-0.4
Box Butte,2.4,2.8,-3.7,21,-7.5,1.4,-0.8,6,-4.6,-5.7,-0.5,-5.4
Boyd,17.3,0.6,6.4,43.2,-0.6,11.9,2.3,0.4,3.3,-2.4,4,0.6
Brown,-0.3,1.4,7.8,3.6,-1.6,15.6,-4.5,3.9,4.7,-0.7,3.4,-0.5
Buffalo,-0.2,-3.6,0.8,2.1,-9.7,-4.1,-1,-1.6,3.5,-2.7,3,0.1
Burt,14.9,-0.9,-0.1,34.5,-6.7,6.2,-1,7.4,-7.5,-1.9,0.2,-0.2
Butler,10.1,0.9,0.3,16.5,-6.4,-2.7,6.1,10,4.2,-2.2,6.9,0.1
Cass,9,11.2,8.5,8.9,0.4,8.6,13.6,20.2,10.7,-3.5,1.4,-0.1
Cedar,8.8,-2.4,7.8,30.6,-7.1,4.7,-6.9,1.5,11.8,-6.2,5.1,2.8
Chase,10.3,-1.8,16.6,16.4,-5.3,8.2,5.7,2.1,32,-2.5,2.5,-1.6
Cherry,9.8,4.5,-5.8,26.2,-5.6,-4.4,-2.5,18.9,-8.7,-5,5,-1.8
Cheyenne,1.9,-4.4,-2.3,13.7,-5.7,1.4,-0.1,-4.9,-3.3,-3.6,4.8,-0.2
Clay,15.6,-4.1,0.3,28.1,-10.1,-0.3,4.2,4.7,0.9,-5.1,3.7,1
Colfax,4.8,4.3,2.6,8.8,1.4,5.9,-0.4,10.9,-3.2,-5.5,4.9,0.1
Cuming,6.5,0,6.7,12.8,-2.5,11.5,-4.5,5.1,-0.9,-4.8,4,-1.9
Custer,5.6,1.5,10.3,6.5,0.3,11.3,6.3,3.8,11.9,-3.3,4.3,-1.3
Dakota,-4.4,1,2.6,-5.8,-1.7,-0.5,-2.9,3.8,6.2,-5.3,-0.1,-1.7
Dawes,1.8,-0.5,3,17.5,-4.1,9.9,-2,-1.3,2.4,-2.9,3.6,-0.6
Dawson,10.7,-0.2,2.1,16.4,-1.9,3.3,6.8,0.6,0.4,-2.2,6,1.8
Deuel,9.2,-3.9,5.9,41.5,-3.4,8.3,-8.4,-7,6.9,-2.7,4.1,-2.4
Dixon,9.1,1.1,1.4,12.7,0.7,4.1,5.2,-0.8,0.5,-4.7,5.7,-11.4
Dodge,3.1,-3.8,2.7,8.9,-11.1,4.7,0.8,-1.8,2.7,-1,5.7,-1.3
Douglas,0.4,4.1,2.5,-1.9,-9.7,-8.6,1.2,6.3,4.1,-3.8,2.9,0.3
Dundy,14.1,-7.8,1.6,25,-11.7,-2.7,-2.5,-0.1,9.1,-1.8,-2,4.5
Fillmore,9.5,1.6,10.5,26.6,-4.4,4.6,-6.3,8.7,21,-1.9,6.5,-0.4
Franklin,20.6,-1.2,5.7,40.7,-2.9,13.9,12,-1.4,-1.3,-7.8,3.9,-1.8
Frontier,14.1,2.8,3.8,31.9,-2.2,6.8,-5.4,12.6,2,-3,5.5,-1.6
Furnas,10.7,-1.6,0.7,26.4,-8,-2.9,-0.9,5,4.7,-4.3,4.2,0.2
Gage,6.8,3.8,1,20.2,-2.1,-6.5,0.4,10.5,8.1,-4.6,0.7,-2
Garden,10.6,-1.7,4.9,24.4,-6.5,9.4,0,21.6,14.9,-8.1,-18.5,-27.2
Garfield,15.3,-1.6,2.6,28.7,-11.3,4.2,9.4,8.1,1.8,-7.5,1.2,0.7
Gosper,15.4,3.7,16.6,37.7,-4.6,7.6,-10.2,20.6,34.1,-4.7,4,-3
Grant,28.4,-9.9,5.2,34,-11.6,6.6,-5.6,5.2,-3.7,-8.3,3.9,-1.1
Greeley,23.4,0.3,9.1,39.6,-3.1,10.2,0.1,11.5,11,-7.7,1.4,0.2
Hall,8.6,2.7,3.3,15.8,-8.2,-8.3,7.1,9.9,10.9,-4.8,4.1,-0.9
Hamilton,17,4.9,3.4,35.3,6,3.3,4.5,4.2,3.7,-4.5,1.6,1.7
Harlan,23.1,-0.4,5.7,44.1,-3.7,10.5,-6.3,6.4,-4.1,-7.6,6.1,2.1
Hayes,28.4,-6.4,6.7,33.7,-7.8,6.8,6.3,2.2,5.9,-3.5,1.9,6.6
Hitchcock,0,8.5,4.2,5.7,-1.9,2.4,-11.1,37.5,10.3,-3.3,6.9,-1.3
Holt,11.8,4.2,7.2,23,-1.7,14.9,3.8,10.6,1.6,-4.9,5.9,-0.4
Hooker,4,-2.4,4.6,32.7,-2.2,13.8,-4.2,-4.1,1.5,-6.7,3.3,0.7
Howard,18.6,-1.1,8.4,(D),(D),(D),(D),(D),(D),-0.1,2.9,-0.1
Jefferson,24,7.9,5.8,43.7,5.6,8,9.3,12.1,4.2,-4.7,3.7,0.5
Johnson,5.6,2.9,2.8,20.9,-1.4,9.6,2.4,2.6,1.1,-2,6.7,-0.2
Kearney,13,-2.5,3.7,19.3,-6.3,4.6,7.1,3.2,3.5,-5.7,4.8,-0.2
Keith,7.7,0.2,3.1,19.9,-8.3,5.8,4,4.9,2.3,-4.9,-0.1,0.8
Keya Paha,27.9,-0.8,8.9,33.5,-2.9,10,5,14.8,7.7,-0.6,4.7,-1
Kimball,-6.2,-1.8,0.2,-10.2,-9.9,-0.8,-2.2,6.5,2.7,-2.8,1.2,-4.6
Knox,13.9,-0.9,4.9,36.3,-2.9,8.1,2.4,-1.2,3.9,-3.5,4.8,0.8
Lancaster,3,3.4,1.8,0.2,1.9,-4.7,5.1,3.6,3.4,-3.2,4.1,0.2
Lincoln,-3.6,-4.6,3.1,25.5,-0.6,10.3,-8.1,-6.3,2.4,-3.3,3.6,-2.2
Logan,26,2.1,13.7,46.1,1,17,12.8,6.4,13.9,-9.9,-1.4,1
Loup,18.1,-6.6,0.5,28.3,(D),(D),0.2,(D),(D),-5.2,7.2,-2.3
McPherson,29.1,5.1,9.7,(D),(D),(D),(D),(D),(D),1.5,4.7,-4.7
Madison,0.8,4.5,7.4,3.3,18,9.4,0.6,-1.8,8.5,-3.1,2.9,-2
Merrick,9.6,0.2,3.1,20.8,-5.8,0.8,-1,8.5,4.7,-6.9,5.7,7.6
Morrill,13.4,-1.2,1.5,24.7,-9.4,-3.4,-2.5,14.6,7.6,6.5,0.5,2.7
Nance,12.5,5.9,6.3,22.9,5.3,9.5,0.1,8.5,5.2,-2.4,3.8,-2.8
Nemaha,-4.8,-17.9,16,24.9,-10,-1,-8.7,-25.9,29,-5.5,0.2,-4.1
Nuckolls,17.1,3.6,5.4,42.5,-5.1,7.9,4.4,13.2,5.1,-7.2,1.8,-0.4
Otoe,-14.8,-16.6,9.7,3,-6.4,8.1,-19.7,-21.9,12.2,-2.8,4.9,-1.9
Pawnee,15.7,4.1,1,32.1,6.3,2.5,-0.9,0.9,2.5,-0.3,2.1,-5.3
Perkins,13.3,0.1,4.1,24.9,-4.4,4.9,-1.7,8.1,3.1,-2.2,5.5,3
Phelps,-3.6,-5.2,-0.3,-4.2,-7.1,-0.2,-3,-3.5,-0.1,-0.7,3.3,-1.6
Pierce,9.6,1.3,2,31.3,-1.4,2.8,-8.5,5.2,1.3,-11.8,0.9,0.5
Platte,4.7,-3.7,-2.6,7.9,-7,-7.7,1.4,0.7,5,-3.9,2.4,-0.1
Polk,16.1,2.4,10.1,29.8,0.4,14.2,2.8,4.5,7.5,-3.6,6.2,1.7
Red Willow,5.2,-0.9,-0.6,19.2,-10.6,-5.5,0.2,3.8,1.5,-2.9,2.8,0.1
Richardson,5.1,-2.7,2.6,24.4,-9.8,4.8,-4.3,0.6,2.1,-3.9,5.3,-0.5
Rock,10.9,-2.4,6.2,18.2,-12.8,9.3,8.4,13,5.9,-4.9,4,0.1
Saline,1.1,3.3,6.3,2,0.1,8.9,1.5,9.4,4.2,-3.6,4.4,-0.2
Sarpy,5.2,2.6,2.3,14.4,0.1,-5.8,6.9,3.3,5.1,-4.4,2.3,-0.8
Saunders,12.5,1.8,7.4,31,-1.6,10,3.3,4.8,7.2,-2.9,3,2.3
Scotts Bluff,0.7,2.6,0,12.9,-4.5,7.2,-1.1,4.3,-1.3,-3.9,2.9,-0.8
Seward,10.3,2.6,2.7,15.8,-4.1,0,9.2,9.4,6.1,-2.9,1.7,-1.9
Sheridan,15.7,3.2,4.2,36.8,-1.3,10.3,7.1,9,2.9,-2.7,2,-3.5
Sherman,19.7,3.4,7.2,44.2,0.3,10.1,-0.3,8.9,8.1,-4.2,3.4,-3.3
Sioux,13.5,-6.5,18.1,15.9,-9.1,21.8,5.7,13.3,9.3,-3.1,3.7,-2.1
Stanton,5.9,4.3,7.2,7.5,1.6,7.1,4.5,16.2,10.7,-5.6,2,-1.3
Thayer,15.5,-10.1,-1.9,31.6,-15.4,-8,-3.8,-3.7,8.3,-3.9,3.6,0.2
Thomas,12.3,4.3,-7.2,32.9,-6.8,-7.6,-4,19.3,-10.2,-3,9.8,-1.1
Thurston,3,-2.3,6.7,17.3,-18.3,-0.6,-4,7.7,7.5,-3.9,6.1,11.6
Valley,4.8,0.1,1.1,18,-6.8,3.8,-6.5,9.6,0.1,-5.1,2.3,-2.8
Washington,-9.1,9.8,-4.9,-11.7,-9.3,-18.8,-10.7,52,4.8,5,-12.4,8.1
Wayne,1.7,-2.4,1,21.2,-3.9,9.1,-11.9,-4.6,-5.4,-2.3,3.9,-1.4
Webster,26,1.5,7.5,43.9,-3.9,11.3,9.4,11.3,5.7,-4.9,5.2,-3.9
Wheeler,-56.1,-11.9,1.8,-63.3,-20.7,-5.3,1.7,16.7,18.2,-7.1,1,1.1
York,4.3,-1.2,3.8,14.3,-7.5,0.6,-2,3.7,7.5,-1,0.6,-1.8
Churchill,-10.3,10,7.7,-0.1,11.3,5.2,-15.3,16,10.9,-4.7,-3.4,1.4
Clark,1,1.9,9.5,-5.1,-4.2,-0.5,1.9,2.7,11.5,-1.3,0.8,2.3
Douglas,-20.7,8.2,-7.2,(D),(D),(D),(D),(D),(D),-0.7,2.5,2.2
Elko,-0.2,-5.6,-9.4,-14.7,-22.2,-26,12.2,3.8,-4.3,-0.4,-0.4,4.4
Esmeralda,13.8,-9.3,-13.3,16.2,-5.4,-18.6,7.4,-48.2,33.4,-2,-0.7,3.5
Eureka,-13.6,-20.3,-10.7,-15.2,-21.5,-8.5,14.9,-9,-34.2,3.7,-0.3,-3.4
Humboldt,-3.2,-8.7,-18.9,-11.4,-16.2,-11.6,9.3,-1.4,-30.2,0.2,1,2.1
Lander,-8,-11.9,-2.4,-10.8,-14.8,-7.8,9.4,-0.5,20.7,4.4,2.9,3.8
Lincoln,4.4,-6.8,-4,6.6,-12.6,5.1,8.6,-9.5,-13.6,-2.6,0.2,5.4
Lyon,-0.7,6.6,-5,(D),(D),(D),(D),(D),(D),-2.6,-0.2,3.6
Mineral,-1.4,-1.2,-6.2,23,-16.2,-23.9,-9,5.7,-1.7,-3.8,-0.6,-3.2
Nye,-1.4,11.3,-16.3,-9.4,-10.4,-7.2,3.6,23.4,-21.4,-2.7,2.5,-1
Pershing,-7.3,-3.2,-2.5,-9.1,-4.2,-13.4,-6.5,-7.4,36.1,-0.7,2.5,6.7
Storey,2.1,4.8,3,(D),(D),(D),(D),(D),(D),-1.3,1.1,9.7
Washoe,1.8,0.2,-8.3,-12.1,10.1,8.6,3.7,-1.1,-12.1,1,1,4.3
White Pine,-11.8,-7.9,-3.8,-20.4,-13.9,-11.4,9.4,-0.6,5.3,-0.6,0.1,2.6
Carson City (Independent City),2.3,-2.9,2.7,9.4,-8.2,2.2,1.2,-1.6,0.3,0.7,-2.4,7.1
Belknap,0.4,-4.3,3.8,(D),(D),13.3,(D),(D),3.2,-1.2,-0.5,-4.1
Carroll,0.1,-3.7,-1.7,-1.6,-10.9,-2.9,0.5,-3.1,-1,-0.7,-0.6,-5.2
Cheshire,3.3,1.3,3.2,6.9,-11.4,2.6,2.8,5.6,4.5,0.9,-1.7,-2.9
Coos,2.8,-0.9,2.4,(D),(D),3,(D),(D),4.4,8.4,1.3,-3.7
Grafton,-1.2,0.8,0.8,13.2,1.9,9.5,-3.3,1,-0.2,-1.5,-1.3,-2.9
Hillsborough,1.8,-0.8,4.9,3.9,-10.8,21.6,1.8,1.1,2.9,-1.5,0.6,-2.7
Merrimack,3.6,2.6,-4,6.5,-3.2,-2.3,4.4,3.9,-4.8,-1.6,1.3,-1.6
Rockingham,2,4,2.5,5,-3.3,1.9,1.8,5.8,3.3,-1.2,-0.5,-3.6
Strafford,-0.5,1.2,5.2,2.2,2.2,8.2,-1.2,1.5,6.4,0.2,-0.4,-0.8
Sullivan,2,-1.2,0.1,12.1,-4.2,-0.1,-1.5,0.6,1.1,-5.4,-0.6,-3.5
Atlantic,1,-2.5,-4,-5.6,0.2,8.3,1.8,-3.5,-5.6,0.6,0.5,-2.4
Bergen,0.3,-0.4,-2,2,3.1,3.2,0.1,-0.9,-2.7,1.1,0.3,-1.1
Burlington,3.1,-0.8,0.4,10.4,-4.5,6.3,2.7,-0.2,0,-0.5,-0.3,-2.6
Camden,-0.6,-0.9,1.1,-1,-1.3,-0.3,-0.8,-0.5,2,1.2,-2.3,-2
Cape May,-3.3,1.1,-4.7,(D),(D),(D),(D),(D),(D),-0.8,-1.2,-2.9
Cumberland,-0.6,-1,1.5,-3.4,-7.1,7.1,0.7,2,1,-0.5,-1.1,-3.5
Essex,1.4,-1.1,1.4,1.3,3.6,-2.6,1.6,-1.6,2.3,0.6,-0.5,-1.7
Gloucester,1.6,5.4,19.5,-4,18.5,60.8,2.5,1.4,9.1,7,3.5,-1.1
Hudson,-5.2,-4.5,11,-2.4,0.2,-10.7,-6.1,-5.4,13.8,0.8,-0.1,-0.1
Hunterdon,-3.5,1,0.8,2.7,13.9,-0.4,-4.8,-0.5,1.9,-0.6,-1.9,-4.4
Mercer,-4.5,-1.8,2.4,1.7,0.1,-9.8,-5.7,-2.1,4.4,-1.1,-0.8,-2.6
Middlesex,1.2,1.2,1.6,9.1,-2.9,1.3,-0.2,2.1,1.9,3.2,-1.2,-0.1
Monmouth,1.7,1.7,-0.6,6.5,8,2,1.2,1.3,-0.7,1.1,-0.9,-2.4
Morris,1.8,-1.7,-0.6,6.2,2.7,-13.5,0.9,-2.9,2.8,0.2,-0.6,-0.7
Ocean,3.5,3.8,2.4,12.1,0.1,6,2.9,5.2,2.6,1.2,-0.9,-0.9
Passaic,-1.8,0.1,-2.1,-4.1,8.1,-13.4,-2,-2.3,1.5,2.6,0.5,-2.4
Salem,6.1,-3.8,-3.6,(D),(D),(D),(D),(D),(D),0.2,-0.5,-3.1
Somerset,6.6,13.3,7.3,0.9,-0.3,0.5,8.1,16.9,9,2.7,-0.6,-1.3
Sussex,0.2,-0.3,-1.7,(D),(D),(D),(D),(D),(D),1.4,-0.5,-2.5
