County,All_2013,All_2014,All_2015,Private-goods-producing-2013,Private-goods-producing-2014,Private-goods-producing-2015,Private services-providing-2013,Private services-providing-2014,Private services-providing-2015,Gov-2013,Gov-2014,Gov-2015
Bienville,-7.6,-12.2,-2.8,-9.1,-16,6.1,-6.8,-11.7,-11.7,-4.5,0.6,1
Bossier,3.7,6.9,3.6,-17.1,25.2,-0.1,17.4,4.8,8,-4.5,-1.6,-4.4
Caddo,4.2,-1.8,3.4,12.3,-6.6,3.8,1.9,3.6,3.6,-7,-11.7,0.1
Calcasieu,-10.1,3.1,3.9,-20.5,10,4.8,1.8,-2.4,3.7,-5,-2.4,0.5
Caldwell,-3.5,0,0.6,3.8,-2.3,-14.5,-5.5,1.4,4.9,-3.9,-1.9,0.6
Cameron,7.5,67.1,17.2,13.6,102.3,23.4,-0.9,7.5,-5,-3.7,0.4,-0.3
Catahoula,11.2,-1.3,-0.8,31.4,-4.5,-0.2,2.8,2.5,-0.3,-2.5,-4.1,-4
Claiborne,-5.2,-8.6,-1.2,-4.3,-13.2,-0.6,-8.3,-2.4,-2.7,-3.1,-4,-0.9
Concordia,2.2,-1.5,-7.5,-2.8,-11.8,-25.2,5.8,2.1,-4.4,-3.4,-2.1,-1.7
De Soto,-0.7,-5.5,4.3,4.7,-7.4,5.6,-6,0.1,4.5,-8.4,-10,-1.4
East Baton Rouge,-3.2,6,-4.9,-4.5,9.8,-15.3,-2.1,5.3,0.2,-4.5,-0.9,0.3
East Carroll,11,-10.2,-10,16.8,-11.2,-15.3,3.2,-11.9,-1.8,12.9,-4,-13.8
East Feliciana,-2.7,-3.2,-0.8,0.2,-4.8,-1.5,-7.6,-5.1,0.2,0.8,-1.2,-1.2
Evangeline,-4.7,-0.8,3.2,-5.5,-11,-13.8,-4.2,6.1,10.8,-4.7,-5.8,3.5
Franklin,-0.2,-4.4,-0.7,10.6,-11.2,-6.5,-6.2,-1.3,1.2,-0.9,-1,2.3
Grant,0.6,-2.3,-3.7,-0.2,-8.4,-24.9,6.1,-1.7,7.6,-2,1.1,1.1
Iberia,-1,-3.1,-3.6,-7.4,-6.5,-7,4.5,-0.8,-1.7,-2,-1,-0.1
Iberville,-4.4,0,0,-4.1,8.1,1.9,-5.1,-5.3,-1.4,-1.8,0.2,-0.1
Jackson,0.5,3.1,-4.9,2.4,4.7,-10.1,1.4,1.7,2.4,-6.7,0.8,-1.1
Jefferson,-2.1,-1.8,1.6,-10.6,-15.2,-11.4,0.6,1.6,4.9,-4.2,-1.3,-4.3
Jefferson Davis,-1.6,-3,0.8,-3.5,-14.3,-3.6,-0.8,2.4,2.6,-1,-2.9,0
Lafayette,-3.3,-2.8,-5.7,-10.7,-10.1,-18.6,2,1.7,0,-5.6,-3.8,1.3
Lafourche,-1.1,-0.2,-10,-24.4,-11,-1.7,10.2,3.4,-14,-0.1,0.1,0.8
LaSalle,-3.5,-11.7,-11.2,-2.7,-18.5,-18.3,-4.8,-11.2,-12.6,-1.7,-2.2,-0.3
Lincoln,0.3,3.3,5.4,4,-8.6,1.6,0.5,10.2,8.4,-4.5,-1.9,0.1
Livingston,2.2,-3.7,8.2,0.8,6,-0.1,3.4,-8.6,13.8,-0.1,0.4,2.4
Madison,-10.4,4.9,1.1,-21.9,14.4,5.5,5.7,3.6,-3.4,1.5,-17.3,-1.2
Morehouse,-3.7,-7.1,-9.9,-3.9,-8.9,-13.7,-3,-4.5,-9.2,-5.8,-12.1,-4.6
Natchitoches,0.3,-2.2,17.1,0.2,-4.7,-7.6,0.8,-1,45.4,-0.6,-0.3,2.8
Orleans,-6.7,-0.3,2.3,-22.4,-5.2,2,-2.4,2.7,2.7,-4.5,-7.5,0.4
Ouachita,0.4,6,9,-2.9,-3.7,3.2,2.8,11.2,12,-6.6,-6.9,-0.4
Plaquemines,-8.4,5.7,-5.6,-19.2,5.2,-7.9,13.5,7.8,-3.7,-5,-1.5,-2.5
Pointe Coupee,-2.1,1.7,-17.9,-1.8,-12,-7.9,-2.1,4.3,-20.8,-2.9,-0.1,0.5
Rapides,0.1,-2.7,-2.1,-2.5,-5.9,-7.3,2.3,-1.8,-1.1,-4.6,-2.4,0
Red River,-18.4,-13.4,-0.4,-36.7,-33.3,2.3,1.1,-1.7,-3.8,-12,-1.8,8.2
Richland,1.2,-3.3,2.2,2.5,-14.3,1.8,2,2.7,3.4,-5.3,-4.4,-2.8
Sabine,-0.8,-7.3,-3.3,5.8,-12,-10,-2.7,-4,3.1,-12.1,-1.8,-2.8
St. Bernard,7.4,-7.8,-2.1,(D),(D),(D),(D),(D),(D),-5.7,-0.9,2.4
St. Charles,-14.8,29.6,7.7,-21.4,44.3,10.3,4.7,1,1.6,0.4,-3.6,-4.8
St. Helena,-2,3.7,-4.6,-8.9,7.6,(D),6.5,0,(D),-2.7,3.4,1.7
St. James,3.1,5,-4.4,(D),(D),(D),(D),(D),(D),-2.6,-1.1,2.2
St. John the Baptist,1.3,5.2,1.2,1.9,7.7,1.9,0.5,-0.2,0.4,-3.5,1.4,-2.3
St. Landry,13.5,-9.9,-11.8,7.4,12.1,-3.3,16.9,-16.5,-15.5,0.4,0.4,-3.6
St. Martin,8,1.9,2.6,45.4,8.5,4.1,-10.3,-0.5,2.1,-6.9,-15.7,-3.7
St. Mary,-5.8,-1.9,-5.7,-13.1,-3,-10,0,-0.5,-3.2,1.1,-4.4,-1
St. Tammany,-0.8,23.2,11.2,-20,105.2,17,7.2,3.8,9.8,-5.6,1.4,2.3
Tangipahoa,-3,3.8,-0.8,-9.4,3.3,1.6,2,5.6,-2.5,-10.1,-1,2.2
Tensas,-0.9,-12.7,-4.4,(D),(D),(D),(D),(D),(D),-0.9,-3.8,-2.4
Terrebonne,-2.4,1.2,-1.4,-7.2,-5.1,-8.4,2.2,6.6,2.2,-11.4,-9.8,3
Union,4.9,0.3,1.7,5.2,0.8,5.3,10.4,1.3,-3.8,-9.4,-4.7,3.2
Vermilion,-17.3,-0.3,-0.4,-34.6,-9.3,-5.2,1.8,7.2,2.1,-2.1,0.6,2.1
Vernon,-2.9,-9.1,-1.8,-35.3,-3.2,6,10.5,-12.7,1.3,-5.9,-7.4,-4.4
Washington,-1.6,8.7,2.3,1.8,29.5,7.5,-2.9,1.6,1.9,-5,-14.1,-9.4
Webster,-10.3,-5.1,-9.1,-19.9,-16.8,-20.4,-0.9,4.3,-3.2,-5.7,-0.3,-0.5
West Baton Rouge,2.9,23.6,1.4,1.7,26.5,2.6,6.9,19.7,-2.1,0.6,0.8,2.7
West Carroll,-2.8,-8.2,-2.6,-0.2,-15.3,-7.9,-6.7,-2.9,-1.2,0.9,-8.9,-0.3
West Feliciana,6.3,-2.9,-9.2,39.5,-12.9,-2.3,2.3,-1.1,-13,-0.3,-0.5,-0.2
Winn,3.5,-9.8,0.8,14.6,-15.4,-6.8,-3.1,-6.9,6.3,-3.4,1.2,-0.4
Androscoggin,0.5,2.2,0.2,-2.4,-1.7,-0.1,1.3,3.2,0.5,-0.1,1.8,-1.7
Aroostook,-3,0.2,3,-7.5,-1,0,-1.2,1.4,5.3,-1.8,-1.8,-0.3
Cumberland,0.4,3.3,-0.4,-0.5,3.6,-8,0.8,3.6,0.6,-1.8,0.8,-1.7
Franklin,-3.1,-2.6,-1.5,-9,-9.6,-2.6,-1,-0.9,-1.2,-0.4,3.2,-0.8
Hancock,-0.6,-1.7,-0.3,-5.9,2.8,5.3,0.7,-3.3,-1.9,-1.1,2.7,1.7
Kennebec,2.5,3.5,-0.9,-5.4,0.2,-6.6,4.9,4.8,-0.6,-0.2,1.6,0.5
Knox,3.7,-0.3,2.3,-6.5,1.7,2.5,7.8,-0.9,2.8,-2.2,0.7,-1
Lincoln,3.8,-0.9,1.3,-0.7,0.5,(D),5.8,-1.4,(D),-1.4,0.2,-1.9
Oxford,0.6,4.8,-6.9,-5.3,-2.5,-5.6,3.2,8.4,-8.2,-0.4,0.3,-2.1
Penobscot,-2.8,1.3,1.8,(D),(D),-1.6,(D),(D),3,-0.8,2.2,-1.7
Piscataquis,-0.4,5.4,4.5,(D),(D),(D),(D),(D),(D),-0.2,2.2,-1.9
Sagadahoc,-13.2,3.4,4.7,(D),(D),7,(D),(D),3.6,-8,2.3,0.5
Somerset,0.2,-2.9,1.1,-1.6,-12.1,-0.9,1.7,2.8,2.6,-1.5,-0.6,-0.8
Waldo,2.1,-6.1,-0.7,-5.5,-2.8,-4.1,4.5,-8,0.3,-1,1.5,-1.4
Washington,-6.4,-0.4,0.9,-7.1,-1.2,-3.2,-8.3,-0.6,3.3,-0.6,1.1,-0.9
York,-2.9,0.1,2.5,2,(D),(D),-5,(D),(D),-1.1,2.5,2.7
Allegany,-1.3,-5.7,-1.5,2.3,-9.5,5,-3.4,-5.5,-2.8,2.8,-3.9,-2.1
Anne Arundel,4.1,2.4,3.2,7.2,-1.2,0.3,4.6,3.3,5,2.4,2.1,1.4
Baltimore,-10.5,-1,2.8,-1.9,-11.7,-5.4,-13.6,0.8,4.7,0.2,-0.7,0
Calvert,2.4,-3.6,9.5,-2.7,-2.2,49.3,3.2,-4,8.2,-1.8,-0.7,-3.5
Caroline,2.3,2,6.3,7.6,-5.4,3.5,-0.6,7.6,8.9,1.4,-1.7,1.5
Carroll,2,-1.4,-0.4,-3.5,-1.1,-1.8,3.3,-1.1,0.2,3.3,-3.1,-1.7
Cecil,0.9,1,6.4,2.6,-3.4,9.4,-1,3.2,6.6,2.9,2.3,1.3
Charles,0.5,5.1,-1.9,10.1,-3,0.7,-0.4,8,-2.8,-0.1,0.2,-0.3
Dorchester,2.2,4.2,-2.3,(D),(D),(D),(D),(D),(D),-0.6,-0.7,0.7
Frederick,3.9,7,4.6,6.7,2.7,0.2,4.4,10.9,6.8,-0.3,-2.3,0.8
Garrett,7,2.3,-0.2,5,3.3,7.3,8.6,2.7,-1.6,0.5,-1.9,-3.6
Harford,3.3,1,1.9,20,-0.6,3.4,4.6,3.6,2.1,-4.1,-2.3,0.8
Howard,0.6,3.1,0.5,13.3,3.8,3.6,-0.2,3,0,-4.2,2.5,1.5
Kent,-0.1,-4.5,1.3,-7.8,(D),(D),4,(D),(D),-2.7,-4.1,-0.2
Montgomery,1.2,1.1,0.7,-6.1,2.6,0.6,2.2,1.1,0.4,-0.3,0.6,1.8
Prince George's,0.3,2.1,1.5,-6.4,2.9,-2.8,1.8,2.4,2.9,0.1,1.4,0.5
Queen Anne's,6.2,0,0.2,(D),(D),-3.3,(D),(D),1.3,0.9,0,0.2
St. Mary's,3,2.4,0.6,1.3,-1.4,-2.6,3.1,3.2,-0.3,3,1.8,1.9
Somerset,9.5,7.8,-1.6,17.4,(D),(D),12.9,(D),(D),0.7,1.6,0.6
Talbot,1.5,4.8,7,(D),(D),(D),(D),(D),(D),1.5,-1.5,0.4
Washington,5.1,10.7,9,7.7,2.7,-1,5.1,15.8,13.5,0.2,-2.1,-0.1
Wicomico,4.8,3.1,3.2,13.4,3.8,-2.4,2.5,3.5,6.2,2.7,-0.1,-0.9
Worcester,2.5,2.5,2.5,6.7,-0.7,-0.7,1.9,3.9,3.6,2.3,-2,-0.8
Baltimore (Independent City),1.8,-2.3,-0.4,17.4,-3.6,-2.7,1.6,-2.8,-0.5,-2.9,0.4,1.4
Barnstable,2.2,-0.7,2,-1.4,3.6,1.9,3,-0.9,2.8,1.5,-2,-0.7
Berkshire,8.8,5.7,-1.6,15.2,13.2,0.1,7.8,3.5,-2.5,1.1,-0.3,-1.2
Bristol,1.2,0,4.3,-6.9,0.2,4.7,3.9,0,5,2.7,-0.4,-0.1
Dukes,10.1,-2.5,3.7,(D),(D),-0.5,(D),(D),5.7,2.8,10.6,-0.2
Essex,2.2,2.8,6,-3,3.5,-0.1,4.4,2.7,9.2,0.4,2.2,-0.2
Franklin,3.9,-1.8,2,-0.7,1.5,4.7,7.2,-3.6,1.4,-0.8,-0.2,0.1
Hampden,-0.3,0.2,3.5,-0.9,2,6.8,-0.4,-0.2,3.3,0.5,-0.4,1.1
Hampshire,-0.4,0.4,1.5,-2.6,-2.9,-2.9,-0.3,0.7,1.5,0.1,0.9,3.2
Middlesex,0.6,0.5,3.9,-1.6,1.9,5.2,1.2,0.2,4.1,0.2,0.1,-0.6
Nantucket,28.5,8.3,-2.4,(D),(D),1.2,(D),(D),-3.2,-1.9,0.5,-1.8
Norfolk,4.7,1.9,2.9,3.1,-2.3,6.1,5.2,2.9,2.6,2.8,0.4,-0.5
Plymouth,2.5,3.9,3.4,1.1,2,3.5,3.3,5.1,4.2,0.3,0.8,0.1
Suffolk,-3.8,3.9,3.9,11.8,7.6,0.9,-4.6,3.9,4.3,-1.2,2.1,1.4
Worcester,-0.7,1.7,2,0.3,3,-1.8,-1.2,1.9,3.8,0.3,-1.2,-0.5
Alcona,10.5,-9.6,-1.3,11.7,-4.1,-4.1,13.9,-13.3,-0.1,-4,-2.6,-1.2
Alger,16.1,-1,-2.1,44.8,3.6,-5.5,7,-5.4,-0.5,-7.2,-1.5,2.3
Allegan,-0.6,-0.5,6,1.2,-3.6,10.3,-3.1,5,0.8,-2.4,-2.7,1.2
Alpena,1,-1,1.2,11.5,-2.7,3.1,-3.1,1.2,0.3,-1.7,-3.1,0.9
Antrim,-1.5,-2.6,0.3,4.7,0.8,6.3,-4,-4.4,-3.5,-2.5,-2.2,2.3
Arenac,0.3,0.7,0.6,18.5,-3.9,5.1,-3.5,3.8,-1,-7.8,-5.5,1
Baraga,-1.9,-3.5,-1.2,11.9,-3.7,-3.6,-13.6,-3.6,-3.5,-2,-3.3,2.6
Barry,8.7,4.4,1,29.2,6.9,-8.1,-5.4,3.7,11.1,-0.6,-1.5,1.1
Bay,1.9,-2.7,0.3,1.1,-3.1,3,2.8,-2.4,-0.4,-1.8,-3.2,-0.4
Benzie,-0.6,-2.4,1.7,7.1,(D),(D),-2,(D),(D),-4.8,-4.1,3.3
Berrien,0.7,1.2,-0.5,10.6,0.1,5.3,-2.2,2.1,-3.1,-3.1,-1.7,1.9
Branch,-2.4,0,0.9,-4.6,-3.4,0.3,-1,4.2,1.2,-2.4,-5.3,1
Calhoun,4.2,0.3,0.9,9,-9.8,-2,2.8,6.5,2.1,0.7,-1.5,1.4
Cass,0.3,0.2,1.7,-2.5,-4.8,9.2,3.4,4.8,-2.7,-2.8,-3.3,1.8
Charlevoix,3.7,1.4,11,5.9,1.5,2.9,3.4,2.2,18.6,-0.1,-2.2,0.3
Cheboygan,1.1,3.8,-3.6,-1.9,2.1,-1.5,2.6,6.2,-4.7,-1.3,-2.8,-1.1
Chippewa,-1.5,-11.2,2.5,35.5,-50.8,4.4,-10.1,-0.7,0.7,-4.2,-4.2,3.5
Clare,-1.7,2.8,-1.8,0.4,9.2,-6.1,-3,-1.1,1.6,-3.2,-1.8,0.8
Clinton,-1.2,2.1,1.1,4.4,1.4,0.6,-4.8,3.2,1.1,3.8,-1.5,2.4
Crawford,0.2,-3,5.2,-9.3,2.5,9.7,6,-5.5,4.7,-6.2,-0.6,1.1
Delta,2.5,-1.3,-2.9,4.2,-8.1,-5.8,2.9,2.8,-2.4,-2.9,-2.5,1.2
Dickinson,1.8,-1.6,-4.2,7,-2.2,-7.7,-2,-1.2,-5.1,0.4,-1.4,3.5
Eaton,1.9,3.1,4,13.2,-1.8,0.6,-1.7,6.4,6.4,-2.9,-1.6,-0.5
Emmet,1.2,-1.9,3.3,2.6,-4.1,2.9,1.6,-1.3,3.5,-3.1,-2.4,2.9
Genesee,5.6,0,2,4.1,-1.8,-1.6,8.2,1.3,3.2,-4.8,-4.8,-0.2
Gladwin,4.9,6.1,-8.5,11.3,2.8,6.6,3.9,11.2,-17.1,-1,-5.1,-1.4
Gogebic,2,0.2,1.8,9,3.8,6.2,1.5,1.2,0.5,-1.2,-4.3,1.1
Grand Traverse,1.4,1.7,5.9,5.4,4.3,5.9,0.9,1.2,5.8,-1.6,-0.3,6
Gratiot,2.3,-0.4,4.3,17.5,-4,6.2,-3.4,2.3,4.1,-4.2,-2.4,1.4
Hillsdale,2.7,-0.9,9.4,6.6,-3.5,18.9,-0.6,2.5,-0.2,0.1,-1.6,5.8
Houghton,7.9,5.1,4.7,2.3,-5.6,-5.9,15,10.9,8.1,-1.2,-1.5,1.5
Huron,3.5,-1.6,3.6,3.6,-8.1,-0.9,5.2,4.3,7.7,-4.5,1.6,2.2
Ingham,-2.9,4.1,2.5,-0.4,-4.3,0.1,-3.8,7.4,3.1,-2,0.1,2
Ionia,-9.7,-7,-2.4,-16.6,-13.5,-2.8,-3,-1.6,-3,-4.7,-2.5,-0.2
Iosco,-2.3,-2.5,2.3,2.1,-8.4,1,-3.7,-0.4,2.7,-1.8,-3.4,2
Iron,0.4,-0.4,1,4.9,-0.8,4.7,-0.1,-0.9,-1.4,-2,1.5,4.1
Isabella,-0.5,0.5,1.8,12.7,-3.2,2.9,-5.5,2.6,1.1,0,-0.2,2.2
Jackson,1.2,-3.1,2.8,5.9,-2.6,-1.6,0.2,-3.4,5.5,-4.3,-2.5,0.5
Kalamazoo,4.3,5.6,6.1,8,1.8,4.2,4.3,8.5,7.7,-3.2,-2.6,0.4
Kalkaska,13.1,21.8,-8.9,-2.1,-0.3,-13.9,23.8,35.1,-9.9,1.3,0.1,9.5
Kent,-0.1,4.1,4,2.4,0.3,0,-0.8,6,5.7,-1.5,-2,0.5
Keweenaw,33.6,-23.7,3.4,(D),(D),(D),(D),(D),(D),-10.3,4,6.2
Lake,1.8,-9.3,0.6,(D),-9,(D),(D),-12.7,(D),1.1,-2.8,1.5
Lapeer,-0.4,-2.6,2.4,-0.4,(D),(D),0.6,(D),(D),-3.2,-2.2,1.2
Leelanau,4.4,4.5,2.3,20.8,17.8,-0.2,1.2,1.5,2.8,-2.3,-2.9,4
Lenawee,-1.9,-1.9,2.9,1.7,-8,(D),-4.2,2.9,(D),-3.4,-1.7,1.6
Livingston,2,-0.1,2.5,7.9,2,3.8,0.3,-0.7,2.2,-2.1,-2.8,1
Luce,30.3,-20.4,-4.5,(D),-31.4,(D),(D),5,(D),-0.1,-2.3,0.4
Mackinac,21.3,17.4,31.8,1.6,-2.6,9.2,32.5,25.5,39.9,-2.3,-5.1,-0.1
Macomb,3.3,1.6,-1.1,6.8,2.8,-2.9,2.6,1.6,-0.4,-1.8,-1.5,0.4
Manistee,-1,-3.3,-0.4,5,-4.4,0.1,-1.1,-2.3,-1.8,-4.9,-4.1,1.2
Marquette,-0.5,1.3,1.8,-3.7,2.7,-4.4,1.7,0.9,6.1,-1,-0.5,-0.6
Mason,2.6,3.1,0.7,3.6,6.9,-1.3,2.9,3.2,1.7,-0.2,-4,0.6
Mecosta,0.4,-1.9,-0.9,3.2,-2.6,0.8,0.8,1.5,1.4,-1.9,-5.5,-5.2
Menominee,-2.6,-1.1,-1.6,5.3,-0.8,-6,-10.2,1,-0.6,-2,-5.8,5.8
Midland,-0.4,3,7.6,22,1.2,13.2,-9,4.6,5.7,-2.9,-3.2,-1.6
Missaukee,-8.3,6.1,4.5,-19.3,10.6,11,1.4,5.6,0.1,-3.5,-4,1.6
Monroe,3,-1.5,-1.6,5,6.2,0.8,3.3,-3.1,-2.6,-3.7,-4.4,1.5
Montcalm,1.5,-0.1,2.7,9.2,-1.9,-0.5,-2.3,2.2,5.6,-2.5,-2.2,1.5
Montmorency,7.3,1.7,8.6,6.3,1.1,5.8,10.2,3.2,10.9,-3.3,-4.2,2
Muskegon,2.5,0.8,1.9,5.7,0.6,3.1,2,1.8,1.4,-4,-3.4,0.3
Newaygo,4.3,1.3,6.5,11.1,-7.1,1.9,4.3,9.4,11.3,-9.9,-3.9,0.2
Oakland,1.6,2.4,1.3,8.6,-1.9,-0.6,0,3.9,1.8,-2.2,-2.6,1.3
Oceana,1.4,2.7,-1.4,5.9,3.5,-0.3,-1.2,3.8,2,-2.2,-1.3,-11.6
Ogemaw,0.5,3.2,4.1,2.3,0.9,19.1,1.1,5.8,2.4,-2.6,-4.1,-0.5
Ontonagon,4,-6.8,3.3,(D),(D),(D),(D),(D),(D),-7,-1.1,4
Osceola,4.4,0.6,-2.7,9.9,1.4,-10.6,-0.1,1.4,11.3,-6.7,-5,0.2
Oscoda,2.2,7.8,-0.7,15.3,(D),(D),0.9,(D),(D),-8.1,-2.6,0.6
Otsego,-2.9,0.3,-0.9,-1.4,5.3,7.1,-3.1,-0.2,-3.5,-3.7,-3.8,0.3
Ottawa,-1,2.8,3.1,1.9,3.2,2,-3.6,3.2,4.5,0.6,-1.1,0.7
Presque Isle,9.2,8.7,15,2.9,1.1,17.8,17,15.5,16.1,-2.2,-1.2,2.4
Roscommon,-2,-5.9,-1.2,3.4,-9.4,-0.9,-4.1,-5.6,-1.3,-1.9,-3.1,-1
Saginaw,2.7,0.3,0.3,10.2,1.8,1.7,0.6,0.3,-0.4,-4,-3.8,0
St. Clair,1.1,-0.8,1.3,6.8,0,3.1,-0.8,-0.5,0.7,-0.1,-3.5,1.1
St. Joseph,-0.7,-2.3,2.7,0.8,-1.2,1.9,1,-2.3,3.6,-10.8,-7.3,3.3
Sanilac,2.3,-0.5,2,11.4,-2.5,4.3,-3.9,2,0.7,-1,-2.8,0.1
Schoolcraft,-0.6,-0.1,4.2,1.5,1.5,10.5,-0.8,1.7,-0.9,-2.9,-4.1,2.4
Shiawassee,3.1,4.2,0.6,5.9,-1.3,10.8,3.4,8.5,-3.1,-2,-3.6,1.2
Tuscola,7.3,0.6,0.8,18.8,-9.8,-0.2,5.4,8.1,1.2,-3.4,-2.6,0.8
Van Buren,-3.2,-2.6,8.4,2,2.8,3.5,-4.5,-3.6,11.6,-2.9,-3.9,-0.5
Washtenaw,2.2,0.5,2.5,9.1,3.6,-3.2,2.5,1,2.9,-1,-1.8,4
Wayne,0.3,0.5,3.4,7.8,-0.1,-5,-1.1,1.3,6.4,-4,-3.3,0.5
Wexford,0.9,1,1.2,-1.5,1.8,1.1,0.8,1.8,1.2,6.7,-3.8,1.2
Aitkin,-0.3,-1.3,4.2,-2.4,-3.9,-0.2,0.3,-0.8,6.5,-0.5,-0.8,0.6
Anoka,3.2,2.9,2.3,5.8,6.9,4.6,2.2,0.8,0.7,-1,-0.9,1.7
Becker,-1.3,-0.5,0.2,-5.3,-3.6,-2,0.2,1.9,0.8,2,-1.8,2
Beltrami,3.9,3.6,2.6,1.7,2.6,1.8,6.1,5.7,3.2,0.2,-0.6,1.5
Benton,-0.9,6,3.7,-4.1,5.8,3.2,1.5,6.8,4.3,-0.6,2.1,2
Big Stone,10.4,-3.5,3.9,2.6,-5.6,8.3,27.2,-2.6,-0.5,0,-0.9,4.8
Blue Earth,6.2,1.1,-1.8,9.3,6.3,-1.4,5.5,-0.9,-2.2,1.6,-1.3,-1
Brown,2.1,-0.8,1.9,-3.3,-6.8,2.5,6.1,3.9,1.4,3.6,-2.5,2.1
Carlton,2.1,-1.6,-2.3,1.2,-7.1,-14.1,3.5,1.6,3,1.2,-1.3,-0.2
Carver,4.8,8.8,3.9,12.1,16,3.1,0.4,5,4.6,2.1,-0.5,3.2
Cass,-4.3,-1.2,3.4,-0.4,-5.1,11.9,-7.2,-0.6,2.1,-0.8,-0.7,2.2
Chippewa,0.1,-0.3,2.1,1.4,-0.7,1.7,-1.4,0.4,3.4,-0.4,-1,-0.5
Chisago,10.3,-0.2,2.7,32.1,-1.4,1.9,2.3,0.6,3.4,-0.4,-0.2,1.9
Clay,4,3.3,0.4,-0.6,-0.2,-1.2,6.8,6.1,1,1.8,-1.2,0.5
Clearwater,5.3,-3.4,-3.6,3.1,-5.9,-14.5,11.8,-1.6,6.3,-4.9,-1.8,-1.9
Cook,6.4,-7,-2.9,(D),(D),-5.4,(D),(D),-4.5,-2.8,-3.1,3.3
Cottonwood,-1,0.6,1.7,-5.7,-2.8,1.1,5.2,6.8,2.8,0.1,-6.2,-0.3
Crow Wing,-5.8,2.7,2.2,0.8,-0.1,-0.4,-8.8,4.7,3.5,1.1,-2.5,-1
Dakota,1.5,8.7,1.2,8.2,16.1,2.4,-0.4,6.4,0.5,-0.8,5.5,2.9
Dodge,-6.3,1.4,6.7,4.4,0.7,2.1,-19.3,3.4,14.2,0.9,-1.6,1.1
Douglas,1.7,0.8,0.6,8.2,-2.2,-2.6,-2.1,2.9,1.1,2.8,-0.7,5.5
Faribault,2.3,-2.4,-2,1.2,-4.1,1.6,4.3,0.1,3.3,2.1,-1.7,-27.6
Fillmore,0.1,1.8,0.2,0.2,3.1,-2.4,-0.5,1.2,4.1,1.5,-1.9,-0.4
Freeborn,0.2,-1.6,0.6,-2,-2.4,3.2,1.9,-1,-0.9,-0.1,-1.1,-0.5
Goodhue,4.5,-2.6,-4.9,-2.9,(D),(D),9,(D),(D),0.4,-2.7,1.1
Grant,-5,-2.4,-0.2,-8.7,-5.7,0.7,-1.9,1.1,-0.7,1.1,-1.7,-1.1
Hennepin,1.9,3,1.2,0.7,3.6,-1.6,2.3,3.2,1.5,-0.6,0,1.7
Houston,1.2,-2.3,4.6,-0.6,(D),(D),1.2,(D),(D),4.5,-1.7,-0.7
Hubbard,1.8,-3.2,1.1,0.1,-3.2,-2,1.6,-4.1,2.6,5.2,-0.5,1.7
Isanti,5.4,4.9,1.9,11.7,12.4,6.6,3.6,2.6,-0.3,1.1,-0.9,0.5
Itasca,10.3,-3.2,-7.6,14.7,3.9,-24.2,10.1,-5.9,-3.4,3.4,-1.2,1.8
Jackson,1,-1,-4.2,3.2,1.7,-2.2,-1.7,-5.2,-7.9,1.2,4.9,2.7
Kanabec,4.1,4.6,3.6,5.6,11.7,4.9,4.7,1.8,-1.7,1.8,0.9,9.9
Kandiyohi,-2.7,-7.2,-7.5,3.7,-2.1,-5.8,-6.8,-11.6,-10.8,-0.1,-1.7,1
Kittson,3.8,-0.6,-1.1,0,-4.4,-0.4,9.3,4.2,-1.3,0.6,-3.3,-2.6
Koochiching,-1.9,-7.3,1.1,-8.3,-13.6,-0.6,3.2,-3.5,2.9,0.5,-3.2,-0.3
Lac qui Parle,1.7,-1.2,2.3,1.8,-4,2,2.7,4,3.3,-0.8,-0.2,1.5
Lake,20.7,2.1,-26.1,30.4,2.3,-50.1,14.3,2.7,-4,1.4,-0.9,3.9
Lake of the Woods,5.2,0.8,-2.6,21.7,11.5,-6.1,2,-3.4,-2.4,-1.5,1.7,2
Le Sueur,5.6,7.5,-8.3,9.6,3.9,-4.9,0.7,16.1,-15.3,3,-3.9,1.9
Lincoln,-2,-3.4,0,-0.6,-6.6,11.1,-3,-2,-4.8,-0.8,1.1,-1.5
Lyon,-7.3,0.3,3.6,-24.6,-2.8,0.6,2.4,2.5,5.3,3.2,-1.2,3
McLeod,-0.6,3.1,5,-2.8,5.1,(D),1.8,1.6,(D),-0.4,0.1,1.1
Mahnomen,-1,-4.5,0.8,(D),(D),(D),(D),(D),(D),-1.5,-3.1,1.6
Marshall,4,-2.6,-1.7,7.6,-4.1,-3,-0.1,-0.6,-0.6,-2.3,-1.1,1
Martin,0.3,-1.7,1.9,-2.1,-3,-0.4,2.3,-1.1,3.4,-1.9,0.1,0.5
Meeker,2,-1.4,2.8,1.7,9.7,3.9,3.5,-13.4,1.9,-2.1,-1.4,0.7
Mille Lacs,-0.9,2.2,1.1,6.4,5.7,2.2,-3.2,4.2,1.1,-1.5,-3.1,0.2
Morrison,1.2,-1.4,2.6,-3,-6.5,3,3.8,1.4,1.8,2.6,0.6,4.1
Mower,5,4,3.8,-1.5,-1.6,1.5,9.9,7.9,5.9,1.6,0.5,-1.5
Murray,-2.2,-4.2,-1.6,-0.3,-5.3,0.4,-4.5,-4.2,-2.6,-0.6,0.9,-4.9
Nicollet,2.9,1.8,1,3.3,-1.7,-0.7,2.7,5.6,3.1,2.5,1.2,-0.6
